"customer_key","name","gender","birth_date","address","city","region","phone","email","status"
150,Орехова Л.М.,ж,1968-02-27,"Воинов-Интернационалистов, дом 7, кв. 127, Чебоксары, Республика Чувашия",Чебоксары,Республика Чувашия,9665358028,noskovvalerjan@gmail.com,Активен
151,Ланцова С.Н.,ж,1965-01-22,"Латышских Стрелков Ул., дом 1, кв. 76, Орёл, Орловская область",Орёл,Орловская область,9190892027,savvati1999@ao.org,Активен
152,Володько Т.М.,ж,1968-11-19,"50 Лет Магнитки, дом 40, кв. 150, Магнитогорск, Челябинская область",Магнитогорск,Челябинская область,9771231614,platon53@odintsov.ru,Активен
153,Иерусалимский О.Л.,ж,1990-06-20,"Голубкова Ул., дом 9, кв. 12, Кострома, Костромская область",Кострома,Костромская область,9382083724,uljan2008@npo.net,Активен
154,Серафимович С.В.,ж,1992-11-21,"Кловская Ул., дом 40, кв. 7, Смоленск, Смоленская область",Смоленск,Смоленская область,9685153448,sguljaeva@irkutskaja.com,Активен
155,Карпенко Н.А.,м,1995-03-11,"Красноярский, дом 21, Ростов-на-Дону, Ростовская область",Ростов-на-Дону,Ростовская область,9712319854,mpetrov@mail.ru,Активен
156,Кузьменко В.Н.,ж,1974-04-23,"Бр Строителей, дом 32, кв. 18, Кемерово, Кемеровская область",Кемерово,Кемеровская область,9841339227,grishinkallistrat@mail.ru,Активен
157,Новичков Г.Д.,ж,1970-05-31,"Конституции Ул., дом 23, кв. 42, Красноярск, Красноярский край",Красноярск,Красноярский край,9775766269,urogova@yandex.ru,Активен
158,Мердяков В.Г.,м,1963-10-04,"Самара / Полынова Ул., дом 20, кв. 1, Зима, Иркутская область",Зима,Иркутская область,9730188378,gorbunovandron@hotmail.com,Активен
159,Быкова Г.В.,ж,1962-12-15,"Свердловский, дом 28, кв. 3, Челябинск, Челябинская область",Челябинск,Челябинская область,9711616200,kotovsaveli@hotmail.com,Активен
160,Гарифуллин А.Г.,ж,1975-12-18,"Пр. Туфана, дом 34, кв. 11(адрес по комплексу: 43/08-11), Набережные Челны, Республика Татарстан",Набережные Челны,Республика Татарстан,9434078014,trofimovsamson@yahoo.com,Активен
161,Спурнов В.В.,ж,1963-03-30,"Куйбышева Ул., дом 97, кв. 10, Екатеринбург, Свердловская область",Екатеринбург,Свердловская область,9324510647,nikonprohorov@yandex.ru,Активен
162,Лузин В.В.,ж,1967-04-07,"4 Квартал, дом 1, кв. 11, Самара, Самарская область",Самара,Самарская область,9023053557,klavdi_92@ao.ru,Активен
163,Шукурова К.С.,м,1965-08-08,"Русская, дом 53/Б, кв. 75, Владивосток, Приморский край",Владивосток,Приморский край,9201931121,kondrat1974@yahoo.com,Активен
164,Сергеенков И.И.,ж,1983-11-21,"Котовского Ул., дом 27, кв. 1, Смоленск, Смоленская область",Смоленск,Смоленская область,9273234611,anani05@hotmail.com,Активен
165,Смирнов В.М.,ж,1982-05-06,"Немцова, дом 41, кв. 16, Тюмень, Тюменская область",Тюмень,Тюменская область,9637004932,serge_1997@yandex.ru,Активен
166,Рудь Л.С.,м,1981-12-04,"Калужская, дом 45, Ростов-на-Дону, Ростовская область",Ростов-на-Дону,Ростовская область,9413745593,evdokimpavlov@rao.net,Активен
167,Шувалов В.М.,м,1997-04-20,"Энергетик / Пирогова Ул., дом 1, кв. 6, Братск, Иркутская область",Братск,Иркутская область,9159430359,braginaalevtina@ooo.net,Не активен
168,Зайцева О.В.,м,1980-09-16,"Ровио Ул., дом 34, кв. 49, Петрозаводск, Республика Карелия",Петрозаводск,Республика Карелия,9014537789,alina_34@yahoo.com,Активен
169,Полушин А.В.,ж,1996-01-24,"Гатчинское Шоссе, дом 9/11, кв. 11, Санкт-Петербург, Ленинградская область",Санкт-Петербург,Ленинградская область,9426188638,onufri2001@yamal.edu,Активен
170,Валеева Г.У.,ж,1989-06-14,"Пос. Зяб Тр. Сармановский, дом 38, кв. 35(адрес по комплексу: Зяб 18/34-35), Набережные Челны, Республика Татарстан",Набережные Челны,Республика Татарстан,9111817979,drozdovamilitsa@ooo.ru,Активен
171,Семенов В.В.,ж,1985-01-14,"Комсомольский, дом 109, кв. 167, Челябинск, Челябинская область",Челябинск,Челябинская область,9319221196,dorofe78@ip.info,Активен
172,Куницина Т.В.,м,1995-07-29,"Зверева Ул., дом 5, кв. 36, Иркутск, Иркутская область",Иркутск,Иркутская область,9709897712,angelina50@stepanov.biz,Не активен
173,Камаз П.Г.,ж,1989-05-14,"Пр. Джалиля Мусы, дом 29(адрес по комплексу: -//-), Набережные Челны, Республика Татарстан",Набережные Челны,Республика Татарстан,9352451927,oleg2013@gmail.com,Активен
174,Хохлышева М.А.,м,1969-08-11,"Ельниковский Про, дом 12, кв. 14, Чебоксары, Республика Чувашия",Чебоксары,Республика Чувашия,9032584171,terentevaagafja@rambler.ru,Активен
175,Красилов В.П.,м,1976-05-06,"Московская Ул., дом 209, кв. 15, Екатеринбург, Свердловская область",Екатеринбург,Свердловская область,9865380983,andreantonov@hotmail.com,Активен
176,Воронкова Т.Ю.,ж,1970-03-17,"Г. Орехово-Зуево Ул.пушкина, дом 24, кв. 13, Орехово-Зуево, Московская область",Орехово-Зуево,Московская область,9054304489,stihonova@rambler.ru,Активен
177,Негребецкая Р.С.,м,1980-10-19,"Циолковского Ул., дом 30/2, кв. 27, Липецк, Липецкая область",Липецк,Липецкая область,9832915219,konovalovatatjana@yandex.ru,Активен
